0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,state,mode,isVibrating
6,5,6,5,8,7,6,4,7,6,3,7,4,5,7,4,4,7,4,5,7,8,7,6,7,5,5,7,8,5,5,5,6,5,6,5,7,8,6,4,7,5,8,5,5,5,8,7,4,4,6,7,8,7,8,6,9,8,6,6,6,8,9,10,5,11,10,9,5,6,5,8,5,8,8,9,11,9,6,4,7,9,5,9,5,10,6,6,10,6,7,9,7,9,10,3,10,11,9,8,9,6,11,6,10,8,7,9,10,8,10,11,11,10,7,11,11,12,10,12,11,10,10,10,9,12,11,10,12,11,5,12,12,12,11,11,11,12,12,11,6,12,11,12,14,8,13,13,11,11,9,11,12,11,11,11,2,9,10,2,13,7,13,10,11,9,10,12,8,13,5,9,11,10,10,13,5,11,2,10,5,7,13,6,5,3,7,0,8,7,6,7,10,3,9,1,1,1,3,0,seeded,step,True
9,8,10,8,9,9,11,9,9,10,9,11,9,8,8,8,8,10,7,7,10,10,11,9,9,11,10,7,12,8,8,8,9,10,11,10,9,11,8,9,12,7,11,9,9,8,8,11,7,7,8,9,10,10,8,8,7,12,9,8,9,10,6,14,9,8,14,12,9,11,9,9,10,12,11,10,7,9,10,9,5,13,7,11,10,12,10,11,13,11,13,13,11,9,11,9,12,11,9,12,14,10,9,11,12,10,12,8,12,12,12,8,9,11,8,8,8,12,14,14,5,8,9,7,12,11,7,13,5,15,6,13,12,7,8,8,7,9,15,12,7,6,7,8,16,7,10,9,7,7,6,6,6,5,7,8,5,5,7,6,6,5,6,7,7,7,4,6,7,8,5,6,8,3,5,5,5,10,7,7,6,8,8,7,5,6,6,5,6,6,6,9,9,5,7,4,5,5,7,0,seeded,step,True
6,5,5,6,8,7,4,6,5,6,1,7,7,3,4,4,5,7,4,5,5,6,7,5,8,8,6,5,5,1,6,4,6,6,4,6,8,6,4,6,8,5,7,7,6,3,6,9,4,7,7,9,5,5,8,5,9,8,5,4,6,7,9,9,5,7,9,6,5,6,6,6,6,4,8,9,9,10,5,5,6,7,6,7,6,9,5,6,11,8,11,9,6,10,7,3,8,10,3,9,9,7,12,8,10,6,7,8,10,9,9,11,9,12,6,9,11,10,7,11,9,9,11,10,11,11,11,11,10,8,4,11,13,13,9,11,11,11,11,10,5,12,9,10,13,8,10,11,10,11,8,11,10,7,10,9,2,8,8,3,11,4,12,6,10,7,9,9,8,11,4,8,12,7,8,10,2,6,2,6,1,3,13,5,4,3,2,0,1,2,0,4,8,0,7,1,1,0,2,0,seeded,step,True
6,7,8,7,4,5,9,7,5,6,7,6,8,6,8,8,8,7,7,8,9,7,8,8,8,9,9,8,10,8,10,9,8,9,9,6,7,8,7,8,7,9,9,8,6,7,5,8,5,8,7,6,8,8,2,7,6,9,7,8,6,6,7,10,7,6,10,10,7,9,8,9,9,8,9,9,6,5,7,9,5,9,3,10,9,8,10,8,9,9,9,8,10,6,10,8,11,6,10,9,11,9,8,9,6,10,7,8,7,9,9,6,6,6,8,8,6,5,9,12,4,7,7,8,8,9,6,11,3,11,4,6,7,5,7,7,6,6,11,6,8,5,8,6,6,7,7,7,7,8,6,7,7,5,5,7,3,6,6,5,9,6,5,7,9,3,6,6,6,8,5,6,6,8,7,8,3,7,7,7,5,5,8,8,3,3,5,1,4,6,1,6,8,2,7,0,1,3,5,0,seeded,step,True
3,5,5,6,6,6,6,4,2,1,6,6,4,4,4,6,6,7,6,5,5,9,9,6,7,4,6,4,3,7,4,7,5,4,8,4,7,7,6,2,8,4,8,5,4,5,5,6,5,2,3,7,5,5,8,4,7,9,2,7,6,9,8,6,8,8,9,10,5,4,4,7,5,7,7,8,6,7,9,6,5,7,4,10,5,10,6,6,9,7,10,9,7,9,9,4,8,8,4,9,11,7,11,7,11,5,6,8,8,7,12,10,10,11,10,10,11,10,10,12,8,9,10,9,10,10,11,13,8,12,4,11,12,10,9,9,8,11,12,9,2,7,7,5,12,7,10,10,8,8,5,12,12,5,8,9,2,4,6,1,11,6,7,4,9,7,5,4,5,11,0,7,6,7,6,7,3,5,5,6,2,6,12,3,3,5,6,3,2,3,3,3,4,0,2,2,1,3,4,0,seeded,step,True
5,9,5,7,6,6,6,7,7,6,7,8,5,7,7,8,6,7,10,9,6,7,9,8,8,8,9,10,6,5,7,8,6,4,7,8,8,8,5,7,7,6,8,7,8,7,6,7,6,6,7,6,7,7,4,7,5,8,7,7,8,7,5,10,8,6,8,11,7,8,8,9,8,10,7,8,4,4,11,7,7,9,6,9,7,7,8,10,8,9,9,8,8,4,9,7,9,5,10,9,9,9,8,9,5,10,9,6,8,9,9,6,6,7,11,8,7,8,7,9,5,9,7,7,9,6,9,10,3,12,5,8,7,7,8,7,7,6,11,7,4,6,8,7,8,9,8,6,5,8,8,7,8,5,7,8,2,8,7,2,9,6,7,8,9,6,8,6,8,8,3,7,9,5,6,7,0,8,3,7,5,7,8,7,2,7,4,1,3,3,2,4,10,0,9,3,0,2,5,0,seeded,step,True
4,6,6,7,8,8,1,3,7,6,2,2,5,4,4,5,5,7,6,5,2,6,7,5,7,5,6,7,5,6,5,6,3,6,8,7,9,5,3,5,8,7,8,4,5,6,3,7,6,4,5,10,4,4,8,6,9,9,7,5,7,9,7,8,6,9,10,8,6,8,7,7,7,10,7,8,7,8,7,6,5,10,4,6,9,8,7,9,7,4,9,9,7,10,11,4,10,10,7,9,11,6,10,6,12,8,3,7,10,8,9,10,10,10,10,11,8,13,10,11,10,9,12,9,10,12,11,9,10,12,6,14,12,10,9,12,11,13,13,11,5,9,10,7,12,9,9,12,9,10,8,11,12,10,10,10,3,6,8,1,13,4,10,5,9,4,8,10,9,11,4,8,12,6,7,10,2,7,2,8,4,7,12,6,0,2,6,1,4,4,2,5,6,2,6,1,2,2,4,0,seeded,step,True
7,9,9,8,7,7,7,7,9,9,6,5,6,6,7,10,7,8,8,7,8,9,11,6,7,6,10,8,7,9,8,9,6,8,11,7,7,7,6,9,11,11,8,7,9,9,7,9,7,6,6,7,7,8,7,8,8,11,7,8,9,9,10,10,10,6,13,12,9,9,8,10,10,12,9,9,8,5,12,11,6,12,5,11,10,10,10,11,10,8,13,11,11,7,13,7,9,9,10,10,13,10,10,11,11,9,10,6,11,10,12,10,9,10,12,10,9,11,12,12,7,9,10,9,11,7,7,13,5,10,7,10,12,8,7,9,11,11,15,10,7,6,10,8,11,8,7,10,9,9,7,7,8,7,7,8,5,8,8,5,10,8,8,6,8,7,9,11,8,11,6,9,9,8,10,8,3,9,4,8,6,8,12,9,4,4,8,3,5,7,4,9,11,3,10,2,5,6,8,0,seeded,step,True
3,2,6,7,9,8,6,6,7,8,7,5,3,8,4,6,4,7,4,5,7,8,9,6,4,8,3,4,8,7,4,5,5,6,9,7,7,6,6,3,10,7,8,5,9,8,7,6,3,5,4,10,8,7,9,3,7,9,6,4,5,8,8,6,5,7,11,8,6,4,6,8,7,5,8,7,8,8,8,5,6,9,6,8,7,9,7,7,9,6,9,9,10,10,9,5,8,9,7,8,12,6,12,7,10,6,10,9,9,7,10,10,12,11,9,10,10,14,10,9,12,11,10,8,11,9,12,9,13,11,6,13,12,11,11,12,13,13,12,12,7,10,10,10,16,11,8,11,11,11,8,12,12,12,10,10,2,9,8,6,13,10,10,8,11,10,10,9,10,13,5,11,12,10,9,10,2,10,5,9,6,7,13,8,3,3,7,2,3,5,5,4,10,0,7,1,1,3,5,0,seeded,step,True
6,9,8,8,11,11,7,8,10,13,7,7,9,9,6,8,8,11,9,8,8,11,11,8,11,10,9,7,10,10,8,9,8,9,11,10,10,9,6,9,12,8,11,10,11,11,9,9,7,8,7,9,12,10,10,8,11,11,8,6,12,11,11,11,9,10,14,12,7,9,11,11,8,13,9,11,8,10,11,10,6,12,4,11,10,12,13,10,13,12,11,14,13,9,12,8,12,12,10,12,15,11,10,10,12,12,10,8,14,9,13,8,15,11,13,10,8,14,13,15,8,10,11,9,14,12,10,14,6,17,6,15,17,11,10,9,9,11,17,16,8,7,10,9,18,10,10,10,9,9,5,10,11,7,7,8,4,6,6,6,12,9,8,8,8,9,8,8,8,10,4,7,11,7,7,8,4,9,2,7,6,7,10,9,3,6,3,4,6,6,3,9,8,3,6,3,4,5,7,0,seeded,step,True
4,5,7,7,6,7,4,3,6,4,5,3,6,5,6,7,4,6,3,6,3,9,8,3,4,8,5,6,7,5,5,6,4,6,7,4,6,5,4,6,6,6,7,4,8,6,6,6,6,6,6,9,7,6,7,8,9,10,5,5,7,8,8,8,6,7,11,7,5,7,8,8,7,6,7,7,9,9,6,8,6,9,4,8,6,10,6,8,7,9,9,9,11,11,10,7,10,9,6,10,9,7,12,7,11,9,8,10,9,6,9,11,11,9,9,11,10,11,11,11,10,10,11,9,11,12,10,9,11,11,6,13,13,12,11,12,12,11,11,13,6,11,10,10,13,10,12,11,12,12,11,11,14,12,11,12,1,10,9,4,12,8,10,9,12,11,11,10,11,14,6,10,12,9,10,13,6,12,2,11,6,7,12,8,6,6,8,3,5,4,5,8,10,2,9,1,1,2,7,0,seeded,step,True
6,9,8,10,8,9,7,8,9,9,8,7,7,7,7,9,8,10,10,7,7,12,11,7,10,12,9,8,11,10,9,8,7,8,10,8,9,10,8,10,11,9,10,8,9,9,8,9,8,7,9,10,10,9,7,9,12,10,8,7,10,11,9,13,9,9,12,11,8,10,9,9,10,12,11,12,8,8,10,9,5,14,2,12,7,13,11,11,13,9,13,13,10,9,13,9,14,11,10,11,14,11,9,11,14,11,13,7,11,11,12,5,11,9,12,10,8,14,14,14,7,8,10,8,14,8,8,14,6,16,6,10,13,8,6,10,9,11,16,15,7,6,6,7,16,7,7,9,7,8,7,9,11,6,7,7,5,7,6,3,10,6,6,6,6,4,8,8,7,10,4,7,8,4,7,6,5,8,4,6,5,6,9,7,4,5,5,3,6,6,3,8,8,4,7,3,4,3,6,0,seeded,step,True
5,7,6,3,9,8,5,7,7,5,7,4,2,6,1,4,6,7,6,6,4,8,6,5,4,6,5,5,5,4,5,4,5,5,8,5,7,5,6,7,7,4,6,4,7,5,7,5,5,7,5,10,7,4,9,7,7,8,3,4,7,7,8,8,5,8,10,6,5,4,9,5,9,4,7,9,9,7,7,6,7,11,2,9,5,8,6,6,8,5,9,10,6,10,9,6,10,8,6,6,11,6,11,10,10,6,4,8,8,7,9,9,10,11,8,10,10,11,11,10,11,10,11,11,9,10,12,12,10,12,6,14,12,9,9,10,11,12,12,11,2,12,11,11,13,10,11,8,11,11,9,12,11,9,11,11,1,8,8,2,12,5,10,7,11,11,8,10,10,12,5,10,11,9,8,10,2,7,3,8,3,5,12,7,3,1,5,1,3,2,1,5,10,2,5,0,2,1,3,0,seeded,step,True
6,9,9,8,7,3,8,6,6,6,8,6,6,6,6,6,8,10,9,8,7,7,8,7,8,9,9,7,10,6,5,8,9,6,10,6,7,7,6,9,8,7,8,9,11,7,8,8,6,7,6,6,10,8,4,6,10,8,11,7,10,10,6,9,9,6,10,9,9,9,11,8,10,10,7,9,7,6,9,8,6,11,4,11,10,10,11,9,10,9,12,6,11,5,10,5,10,6,9,9,12,8,9,11,8,9,10,6,9,12,11,6,5,8,11,8,7,9,10,11,6,5,10,7,10,9,6,13,6,12,5,8,6,5,7,6,8,8,10,8,6,5,9,9,8,6,7,8,6,8,6,7,6,4,8,6,1,6,6,2,9,5,8,6,6,8,4,7,8,8,4,8,8,5,6,3,3,8,1,7,7,4,6,8,3,4,6,2,8,6,7,6,8,3,5,0,3,2,6,0,seeded,step,True
1,5,5,5,7,8,2,2,7,3,5,5,7,5,6,8,7,5,4,5,4,5,4,6,5,7,6,5,6,3,6,6,5,5,5,2,4,5,3,7,6,3,7,4,7,6,5,5,4,3,6,8,9,5,9,3,6,8,5,4,8,6,6,9,7,7,10,7,6,7,4,5,4,6,8,5,9,8,8,7,6,8,3,9,6,8,8,5,8,6,11,9,10,9,9,5,9,8,6,6,12,7,8,6,13,8,8,7,9,6,11,9,10,9,10,10,8,10,8,11,9,8,10,9,10,11,10,8,11,12,3,10,12,9,6,12,9,10,14,10,5,8,11,7,14,8,10,10,10,9,5,9,11,7,9,5,1,6,8,2,11,3,8,6,9,7,5,6,7,12,2,5,8,7,4,9,3,4,1,6,4,1,6,3,4,5,5,1,4,5,5,2,6,1,3,1,1,2,4,0,seeded,step,True
5,9,9,6,6,5,6,9,9,6,7,8,7,6,7,8,8,10,7,7,7,7,8,9,9,9,7,6,8,7,6,6,10,9,10,6,8,7,5,9,9,7,7,7,11,6,7,7,7,7,7,7,9,9,8,6,8,8,8,6,10,9,8,11,10,4,8,10,7,8,8,7,8,9,9,7,7,7,10,7,7,11,4,10,6,9,8,9,10,9,11,6,11,8,7,9,12,7,10,8,9,9,8,11,8,9,12,5,9,10,10,8,5,7,10,6,6,8,10,11,5,6,8,8,11,7,7,11,6,13,5,8,7,7,6,8,9,8,10,8,4,7,9,11,10,7,6,7,6,8,5,8,7,7,7,5,0,9,8,3,6,7,8,9,8,8,8,9,9,9,4,8,8,8,6,6,4,8,5,3,3,5,6,5,4,0,5,2,4,2,5,2,8,0,3,1,1,1,2,0,seeded,step,True
4,7,7,5,6,8,5,6,4,6,5,8,4,4,6,6,5,6,5,4,5,8,5,6,5,8,4,5,5,7,1,6,6,6,7,6,3,4,6,8,8,6,6,5,8,4,6,6,6,5,2,9,5,3,9,7,5,9,5,5,5,8,5,8,8,8,11,6,8,4,8,6,4,4,8,7,9,7,7,6,7,9,4,9,5,7,5,6,9,9,10,9,6,10,9,3,12,7,6,9,12,5,11,7,11,6,9,8,11,8,11,9,11,11,10,9,10,13,8,11,10,8,8,11,9,11,13,9,11,13,3,13,12,11,9,11,11,10,13,10,6,9,11,12,13,7,12,11,10,11,5,11,10,10,10,8,1,9,9,1,11,4,10,9,10,10,9,8,10,12,3,8,11,9,7,11,5,8,4,5,3,7,11,7,4,6,6,0,4,3,6,6,8,2,3,1,1,3,3,0,seeded,step,True
6,10,8,9,8,6,6,7,8,9,9,10,9,6,7,8,8,11,9,8,8,9,8,7,10,10,8,8,9,7,8,8,9,8,10,7,7,7,8,9,12,10,9,7,9,8,9,6,7,9,7,8,10,9,8,8,8,12,5,6,9,10,7,13,11,7,11,11,10,8,8,9,8,9,9,10,7,7,11,10,6,13,7,11,9,9,10,11,11,11,13,14,10,9,12,7,13,10,9,13,13,8,8,12,11,10,10,7,13,10,11,8,11,10,11,8,9,12,13,11,9,10,11,10,10,9,9,14,9,14,5,12,12,7,5,9,10,12,16,13,4,7,9,11,13,8,7,9,10,10,8,9,8,7,9,8,3,9,8,3,10,6,10,9,9,11,10,8,11,10,8,10,10,10,6,11,7,7,5,9,4,8,8,8,7,7,8,4,7,6,8,8,10,1,7,2,2,2,5,0,seeded,step,True
3,9,5,7,6,7,6,5,6,7,3,7,5,7,5,4,8,9,4,6,3,6,5,5,5,6,7,7,9,5,6,5,6,7,8,6,7,7,5,8,9,6,7,4,7,7,6,6,6,8,6,7,6,8,7,4,7,9,7,5,3,9,6,11,5,9,10,5,6,8,5,7,8,7,7,7,9,8,8,7,6,9,6,6,8,8,7,11,10,6,8,9,9,9,10,7,6,10,8,10,8,9,12,11,11,7,9,7,9,8,10,9,9,8,8,12,11,12,9,12,9,11,11,11,10,12,13,12,9,12,5,13,13,11,11,11,11,13,11,12,4,12,12,10,13,9,12,12,11,11,10,12,12,10,12,7,1,9,9,2,13,6,10,9,12,10,10,8,10,12,8,10,13,8,8,12,6,6,3,7,7,8,13,7,6,4,8,2,8,5,3,4,11,1,7,0,2,2,5,0,seeded,step,True
7,11,10,10,9,11,8,10,10,7,7,10,9,7,9,7,8,10,9,6,9,8,10,9,11,9,9,8,9,9,9,9,9,8,10,8,11,8,8,10,10,8,10,7,10,8,9,9,6,9,7,9,10,10,8,8,9,13,9,8,11,10,10,15,11,10,13,9,12,11,9,11,7,13,10,12,9,8,10,8,7,13,5,12,10,12,11,11,14,10,14,12,13,9,13,10,11,11,9,12,13,12,9,12,12,11,11,6,14,12,13,9,14,14,11,10,9,13,14,13,5,8,12,12,14,10,10,13,8,14,5,16,16,10,8,10,9,13,17,16,8,7,10,9,18,7,7,11,7,9,7,10,9,5,9,7,3,8,6,3,9,7,9,9,8,10,7,7,9,8,8,9,11,7,6,8,5,8,3,8,7,7,7,9,6,5,6,4,7,4,7,7,9,3,8,1,3,5,6,0,seeded,step,True
7,8,6,5,6,9,7,4,6,7,6,6,6,4,7,6,4,7,7,3,5,4,3,6,4,6,5,4,5,6,5,7,7,6,7,5,7,5,5,6,7,5,6,7,7,5,6,8,5,6,5,9,6,7,8,7,6,8,6,6,7,8,9,12,7,8,10,6,6,9,6,8,6,8,8,9,9,10,6,7,9,9,5,6,7,9,8,7,9,8,9,8,7,10,8,6,7,10,7,8,10,8,11,9,10,6,7,10,10,6,9,11,10,11,6,11,11,12,10,10,10,11,13,11,10,12,13,10,13,10,6,13,12,12,10,10,12,12,13,13,7,11,12,10,12,12,14,12,13,11,12,13,13,11,11,12,1,10,10,3,11,11,12,11,12,11,11,11,11,13,7,11,12,8,9,13,5,10,5,11,8,7,13,8,6,6,7,1,9,4,6,7,12,1,9,1,4,4,3,0,seeded,step,True
7,10,9,10,10,7,8,9,10,9,9,10,9,6,8,7,7,8,6,7,10,8,9,9,9,10,8,8,11,10,9,7,9,8,11,7,9,10,6,9,12,8,9,8,11,10,9,8,8,9,8,8,11,8,6,8,9,11,8,8,10,10,10,13,12,10,9,9,10,11,9,11,7,14,11,12,7,7,9,9,6,13,5,9,10,11,11,10,12,12,12,11,10,9,11,8,13,10,9,13,11,11,7,11,9,10,14,6,11,9,12,7,9,11,11,8,9,15,12,12,5,6,11,7,13,8,8,13,5,12,4,14,15,8,5,8,9,10,17,15,6,8,6,8,17,5,8,11,7,8,6,9,7,7,7,6,1,8,6,5,8,5,7,6,7,6,8,7,7,7,6,8,8,4,5,7,5,4,3,5,6,7,7,7,3,4,4,3,6,5,3,6,7,5,8,4,3,4,6,0,seeded,step,True
5,5,7,6,5,7,4,6,6,5,6,7,6,5,5,4,6,6,4,5,6,6,3,6,4,8,7,5,5,6,4,5,6,6,6,4,7,6,4,9,7,9,7,5,8,6,6,8,6,4,5,8,5,6,7,5,6,5,5,5,6,8,8,9,5,8,11,8,6,9,4,9,5,8,7,8,8,9,7,7,6,7,2,8,6,9,4,6,10,7,8,8,6,11,9,5,9,10,7,8,11,7,10,7,10,6,10,9,9,8,8,5,11,10,8,11,10,13,10,9,8,10,12,12,8,9,11,10,12,11,6,13,11,11,11,9,11,11,12,12,1,9,12,10,13,8,11,11,11,12,8,11,11,11,11,9,0,8,8,1,10,7,10,6,8,9,10,10,10,12,5,9,11,8,6,12,1,7,1,7,4,2,10,7,2,2,4,1,3,1,2,2,8,2,5,1,0,1,2,0,seeded,step,True
5,6,7,10,8,4,6,6,6,7,7,6,6,4,9,6,7,9,6,6,7,8,8,7,10,11,7,8,9,7,7,6,7,10,8,4,8,7,7,7,8,9,9,8,9,7,7,9,7,8,6,5,8,9,4,7,6,9,8,6,8,5,6,11,8,6,10,11,9,10,8,9,6,10,8,11,6,4,8,10,5,9,4,9,8,7,8,9,9,12,7,7,11,7,11,8,11,5,9,10,7,9,6,12,8,9,11,5,9,9,9,6,7,6,9,6,7,7,8,11,3,6,6,5,11,6,5,9,4,12,3,6,4,5,5,6,7,8,10,8,2,6,5,9,11,6,8,8,7,9,7,6,7,6,6,5,0,7,6,2,7,8,7,7,7,7,7,7,5,5,4,6,8,7,5,8,4,6,1,6,3,5,3,6,3,2,6,0,5,4,1,1,7,3,5,0,0,2,4,0,seeded,step,True
3,8,8,6,7,8,6,2,6,7,6,9,6,4,6,7,6,4,6,4,3,6,5,3,5,6,3,6,5,6,6,1,6,6,7,6,7,4,6,8,7,6,4,5,8,6,5,7,5,7,5,8,5,4,8,6,6,10,5,5,7,7,8,9,6,8,8,8,4,8,6,6,6,7,7,8,7,7,4,4,4,11,2,8,5,6,8,6,9,5,10,8,7,8,8,4,9,10,5,5,12,6,11,11,11,5,3,8,11,7,12,8,11,11,8,11,9,12,10,11,8,9,12,11,8,10,12,11,10,10,2,13,12,11,8,11,10,11,12,9,3,10,9,8,12,7,10,10,10,11,4,12,10,6,9,6,1,8,7,3,10,5,8,7,9,7,5,6,4,11,3,4,9,7,6,11,3,5,1,4,3,4,11,3,1,4,7,1,3,5,2,4,3,4,2,0,2,2,3,0,seeded,step,True
4,8,6,7,8,6,6,8,7,4,5,8,8,7,6,6,5,6,6,7,4,7,9,5,6,10,8,5,8,5,7,5,5,4,7,7,8,7,5,4,9,7,6,6,8,9,7,8,7,7,8,7,7,7,7,8,8,6,7,6,8,5,4,9,8,7,6,8,8,7,8,8,7,9,7,8,6,3,8,7,6,7,3,9,7,8,9,5,6,10,6,6,7,5,10,6,7,5,8,9,10,8,8,9,6,9,9,7,8,7,9,6,5,7,9,9,6,8,9,10,8,8,7,10,10,7,9,9,5,9,3,11,7,6,6,6,6,8,9,7,3,8,10,8,8,9,7,7,7,9,5,9,8,7,9,7,0,8,8,0,9,9,8,8,8,11,8,8,10,8,6,5,8,9,5,8,5,8,1,7,6,7,10,7,6,5,6,1,5,5,2,6,10,5,5,2,2,4,3,0,seeded,step,True
3,7,7,7,7,8,3,8,6,4,8,9,8,4,6,4,6,7,5,6,5,6,8,6,1,8,7,6,8,7,4,6,6,6,2,8,8,8,5,8,8,7,8,6,9,5,6,8,7,5,4,8,7,4,7,4,8,8,6,3,8,6,8,8,4,8,10,4,6,5,7,4,4,9,7,7,8,7,7,6,6,5,3,9,5,9,6,8,11,8,9,8,7,10,9,5,9,9,6,6,10,7,12,7,10,8,8,7,9,8,11,8,11,10,8,11,11,12,10,11,8,7,12,11,10,9,11,11,9,11,3,13,12,10,8,11,11,11,10,10,4,9,8,8,13,6,8,10,9,10,5,12,11,8,9,6,1,8,7,3,11,9,8,5,8,9,8,7,9,8,5,6,9,8,5,10,4,7,3,7,3,7,10,6,1,5,4,3,6,6,1,3,7,5,5,1,0,5,5,0,seeded,step,True
6,10,9,9,10,8,7,7,9,7,8,8,8,7,10,7,9,8,8,8,9,8,9,7,8,9,7,7,9,11,7,8,9,9,9,9,8,7,7,10,11,11,10,9,11,11,8,9,9,9,7,6,9,8,7,9,8,11,8,7,9,8,9,13,8,9,12,8,10,9,11,7,8,11,9,11,7,6,9,11,6,11,4,10,9,9,10,10,11,11,8,9,9,9,11,11,13,7,11,11,14,10,7,11,10,9,10,8,10,10,14,9,10,8,9,8,9,12,13,12,7,8,8,6,12,8,10,14,7,14,4,12,14,7,7,8,10,10,13,12,7,6,9,8,15,9,6,8,7,7,8,8,10,8,9,7,2,7,7,4,9,8,9,6,10,9,7,8,9,7,6,8,9,7,6,7,7,9,4,6,5,7,9,6,4,6,6,2,5,5,2,4,9,4,7,0,0,1,6,0,seeded,step,True
3,6,8,6,6,8,6,3,7,6,7,6,7,5,6,6,4,5,5,5,8,8,6,5,6,6,3,6,4,7,6,4,6,4,8,5,9,4,6,9,8,6,8,5,9,8,8,6,6,5,4,9,4,8,9,7,6,9,6,7,8,7,8,8,7,7,10,9,5,7,8,8,5,5,8,9,9,8,8,9,7,9,5,8,7,8,8,9,8,6,10,7,9,10,11,8,9,10,7,8,12,7,11,8,12,6,4,8,10,7,12,9,13,11,9,12,11,12,13,11,10,11,11,8,10,11,13,10,12,12,5,13,13,12,10,12,12,12,11,11,8,12,11,11,14,12,12,9,14,11,8,12,11,13,12,8,1,7,10,4,11,9,11,8,11,11,11,10,11,12,7,11,11,10,9,13,5,10,3,8,7,8,13,9,7,7,6,4,3,6,1,5,10,3,8,4,3,1,6,0,seeded,step,True
7,10,9,8,11,9,6,9,8,10,9,9,8,6,9,7,8,10,10,8,9,8,9,9,8,11,8,10,11,11,7,10,10,9,10,7,10,8,6,10,12,11,12,9,11,12,8,8,9,8,8,11,9,12,8,10,9,12,10,7,10,11,9,13,9,11,12,10,12,10,9,10,9,11,10,11,9,10,11,11,6,13,5,12,9,12,9,12,12,10,11,13,14,9,15,13,13,11,11,13,16,11,11,13,15,11,12,9,13,10,12,10,13,9,11,11,11,13,15,12,7,8,11,10,12,9,11,13,8,15,6,15,13,10,6,11,11,13,14,15,7,9,10,8,18,10,9,9,8,10,6,11,11,8,11,9,3,8,9,2,10,9,9,9,8,8,9,8,9,9,5,8,11,9,6,9,8,8,5,8,6,7,9,8,7,7,5,4,6,5,5,7,8,5,7,3,4,5,6,0,seeded,step,True
6,7,6,4,6,6,4,8,5,6,8,5,8,4,7,3,8,6,7,7,6,5,4,7,5,5,5,6,5,7,5,6,9,5,7,5,6,5,5,9,10,9,9,7,9,7,7,9,7,6,6,7,6,10,9,9,7,10,7,6,6,8,8,7,7,9,11,6,6,9,7,7,8,9,9,11,9,9,7,6,6,8,5,9,6,9,8,8,11,7,12,11,10,11,10,7,10,10,6,9,13,10,10,9,10,7,6,10,10,6,7,10,11,11,8,12,11,12,11,9,10,12,11,11,11,11,11,9,12,12,5,13,12,11,9,13,12,10,11,14,6,12,12,9,14,12,10,11,11,12,10,13,12,10,12,10,0,9,10,2,12,9,12,10,11,12,12,11,12,11,8,8,12,9,10,12,8,8,5,10,7,6,12,8,6,6,4,2,5,5,0,7,10,4,6,0,0,4,3,0,seeded,step,True
6,8,9,7,8,8,8,10,8,9,10,8,8,8,9,8,8,11,8,9,9,8,9,8,8,9,12,9,10,9,8,10,11,7,9,7,8,8,7,12,12,10,10,9,10,10,8,9,6,8,6,10,12,12,9,9,10,13,9,8,7,8,10,10,9,11,13,10,9,11,9,8,10,11,10,12,9,10,10,9,7,12,5,12,9,11,10,10,14,12,11,13,12,9,13,11,13,11,13,11,14,11,10,14,13,11,12,8,11,10,14,9,13,7,11,9,10,14,16,13,6,7,12,10,11,10,12,13,6,16,6,14,15,8,6,9,9,13,13,13,5,9,6,8,16,7,6,9,7,7,7,10,8,8,8,5,4,6,6,5,9,7,7,4,6,8,9,8,6,10,6,6,8,5,6,7,6,7,5,6,5,8,6,8,5,6,6,4,7,5,5,8,8,5,6,3,3,6,5,0,seeded,step,True
6,6,6,6,4,6,5,7,7,7,5,6,6,5,5,5,4,5,5,5,6,7,7,7,5,7,5,7,5,7,5,5,5,4,7,4,4,5,5,7,9,7,6,6,8,4,6,4,5,4,6,9,7,7,9,6,6,9,6,5,5,8,8,5,5,8,10,8,5,8,5,6,8,5,8,9,9,10,7,8,6,12,5,9,7,9,7,8,12,7,11,7,9,10,9,7,7,10,10,6,9,8,12,9,12,9,6,9,6,7,11,10,11,11,7,11,10,10,10,7,9,12,11,11,10,10,11,11,11,11,5,12,12,10,8,12,12,12,10,12,5,12,11,9,14,9,11,12,10,12,7,11,11,11,10,9,2,8,8,3,12,8,12,10,9,11,11,12,11,13,6,7,11,8,9,12,7,7,7,10,1,7,11,8,3,6,4,0,7,4,3,6,11,4,8,2,1,2,0,0,seeded,step,True
